id,Age,Sexe,Ethnie,Etat,Signes de maladie mentale,Niveau de menace,Fuite,Camera corporelle,Categorie arme,Mois,Year,Jour du mois,Blanc,Noir,Hispanique,Natif,Asiatique,Autre
1320,38,M,Noir,KS,1,Attaque,Pas de fuite,0,Arme a feu,2,2016,25,0.76,0.05,0.12,0.01,0.03,0.03
1322,18,M,Noir,VA,1,Autre,Pas de fuite,0,Autre,2,2016,26,0.62,0.19,0.1,0.0,0.07,0.04
1324,35,M,Blanc,SD,0,Attaque,Pas de fuite,0,Non Armé,2,2016,26,0.82,0.02,0.04,0.09,0.01,0.03
1325,23,M,Hispanique,TX,0,Attaque,En voiture,1,Arme a feu,2,2016,27,0.41,0.12,0.4,0.0,0.05,0.02
1321,41,M,Blanc,AL,0,Attaque,Pas de fuite,0,Arme a feu,2,2016,28,0.66,0.26,0.04,0.0,0.01,0.02
1323,44,M,Blanc,SD,1,Attaque,Pas de fuite,0,Arme a feu,2,2016,28,0.82,0.02,0.04,0.09,0.01,0.03
1327,24,M,Noir,NC,0,Attaque,A pied,0,Arme a feu,2,2016,29,0.63,0.21,0.1,0.01,0.03,0.03
1328,39,M,Hispanique,FL,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,1,0.53,0.15,0.26,0.0,0.03,0.02
1329,22,M,Hispanique,TX,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,1,0.41,0.12,0.4,0.0,0.05,0.02
1330,37,M,Blanc,MS,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,1,0.57,0.38,0.03,0.0,0.01,0.01
1331,36,M,Blanc,MD,1,Autre,Pas de fuite,0,Non Armé,3,2016,2,0.5,0.29,0.1,0.0,0.06,0.03
1341,41,M,Blanc,PA,0,Autre,Pas de fuite,0,Objets tranchants,3,2016,2,0.76,0.1,0.08,0.0,0.04,0.02
1335,27,M,Hispanique,AZ,0,Autre,En voiture,0,Objets tranchants,3,2016,3,0.54,0.04,0.32,0.04,0.03,0.02
1342,30,M,Blanc,KY,0,Indetermine,Pas de fuite,0,Non Armé,3,2016,4,0.85,0.08,0.04,0.0,0.01,0.02
1334,34,M,Blanc,NY,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,5,0.55,0.14,0.19,0.0,0.09,0.03
1336,22,M,Blanc,TX,1,Autre,Pas de fuite,0,Arme a feu,3,2016,5,0.41,0.12,0.4,0.0,0.05,0.02
1332,51,M,Blanc,TX,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,6,0.41,0.12,0.4,0.0,0.05,0.02
1333,42,M,Blanc,ND,0,Autre,A pied,0,Non Armé,3,2016,6,0.84,0.03,0.04,0.05,0.02,0.02
1340,41,M,Hispanique,CA,0,Attaque,Autre,0,Arme a feu,3,2016,6,0.37,0.05,0.39,0.0,0.15,0.03
1339,49,M,Blanc,NY,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,7,0.55,0.14,0.19,0.0,0.09,0.03
1343,45,M,Blanc,CA,0,Autre,Pas de fuite,0,Objets tranchants,3,2016,7,0.37,0.05,0.39,0.0,0.15,0.03
1344,45,M,Blanc,KS,0,Indetermine,Pas de fuite,0,Autre,3,2016,7,0.76,0.05,0.12,0.01,0.03,0.03
1345,42,M,Blanc,MT,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,7,0.86,0.0,0.04,0.06,0.01,0.03
1348,41,M,Hispanique,NM,0,Autre,En voiture,0,Autre,3,2016,7,0.37,0.02,0.49,0.09,0.02,0.02
1347,27,M,Blanc,FL,1,Attaque,Pas de fuite,0,Autre,3,2016,8,0.53,0.15,0.26,0.0,0.03,0.02
1349,37,M,Blanc,MS,0,Autre,Pas de fuite,0,Autre,3,2016,10,0.57,0.38,0.03,0.0,0.01,0.01
1351,22,M,Noir,NV,1,Attaque,A pied,0,Autre,3,2016,10,0.49,0.09,0.29,0.01,0.08,0.05
1352,21,M,Hispanique,CA,0,Autre,A pied,0,Arme a feu,3,2016,10,0.37,0.05,0.39,0.0,0.15,0.03
1353,50,M,Blanc,TX,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,10,0.41,0.12,0.4,0.0,0.05,0.02
1354,23,M,Hispanique,CO,0,Attaque,En voiture,0,Autre,3,2016,10,0.68,0.04,0.22,0.0,0.03,0.03
1350,25,M,Noir,VA,0,Attaque,Pas de fuite,1,Arme a feu,3,2016,11,0.62,0.19,0.1,0.0,0.07,0.04
1355,51,M,Blanc,KS,1,Attaque,Pas de fuite,1,Arme a feu,3,2016,11,0.76,0.05,0.12,0.01,0.03,0.03
1375,46,M,Blanc,IL,1,Autre,Pas de fuite,0,Objets tranchants,3,2016,11,0.61,0.14,0.17,0.0,0.06,0.02
1515,23,M,Hispanique,CA,0,Attaque,A pied,0,Arme a feu,3,2016,11,0.37,0.05,0.39,0.0,0.15,0.03
1476,43,M,Blanc,NC,1,Attaque,Pas de fuite,1,Arme a feu,3,2016,12,0.63,0.21,0.1,0.01,0.03,0.03
1357,37,M,Noir,TX,0,Autre,A pied,0,Non Armé,3,2016,12,0.41,0.12,0.4,0.0,0.05,0.02
1365,20,M,Noir,TX,0,Attaque,Pas de fuite,0,Autre,3,2016,12,0.41,0.12,0.4,0.0,0.05,0.02
1356,45,M,Blanc,CA,1,Attaque,En voiture,0,Autre,3,2016,13,0.37,0.05,0.39,0.0,0.15,0.03
1358,16,M,Hispanique,TX,0,Indetermine,En voiture,0,Non Armé,3,2016,13,0.41,0.12,0.4,0.0,0.05,0.02
1359,30,M,Blanc,TN,0,Autre,En voiture,1,Non Armé,3,2016,13,0.74,0.17,0.05,0.0,0.02,0.02
1360,26,M,Blanc,AL,0,Attaque,En voiture,0,Arme a feu,3,2016,13,0.66,0.26,0.04,0.0,0.01,0.02
1361,24,M,Noir,PA,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,13,0.76,0.1,0.08,0.0,0.04,0.02
1362,38,F,Blanc,WA,1,Attaque,Pas de fuite,0,Autre,3,2016,13,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
1379,28,M,Noir,MD,0,Autre,Pas de fuite,0,Arme a feu,3,2016,13,0.5,0.29,0.1,0.0,0.06,0.03
1364,29,M,Noir,IL,0,Attaque,A pied,0,Arme a feu,3,2016,14,0.61,0.14,0.17,0.0,0.06,0.02
1366,34,M,Blanc,KY,0,Autre,A pied,0,Arme a feu,3,2016,15,0.85,0.08,0.04,0.0,0.01,0.02
1369,38,M,Blanc,IN,0,Autre,En voiture,1,Objets tranchants,3,2016,15,0.79,0.09,0.07,0.0,0.02,0.02
1371,43,M,Blanc,TX,0,Autre,Autre,1,Arme a feu,3,2016,15,0.41,0.12,0.4,0.0,0.05,0.02
1367,23,M,Hispanique,CA,1,Autre,Pas de fuite,0,Non Armé,3,2016,16,0.37,0.05,0.39,0.0,0.15,0.03
1368,33,M,Hispanique,TX,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,16,0.41,0.12,0.4,0.0,0.05,0.02
1374,40,M,Blanc,NC,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,16,0.63,0.21,0.1,0.01,0.03,0.03
1370,38,M,Asiatique,MN,1,Autre,Pas de fuite,1,Arme a feu,3,2016,17,0.8,0.06,0.05,0.01,0.05,0.03
1372,53,M,Asiatique,FL,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,17,0.53,0.15,0.26,0.0,0.03,0.02
1376,29,M,Noir,TX,0,Attaque,Autre,0,Arme a feu,3,2016,17,0.41,0.12,0.4,0.0,0.05,0.02
1377,30,M,Noir,TX,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,17,0.41,0.12,0.4,0.0,0.05,0.02
1401,60,M,Blanc,ID,0,Autre,Pas de fuite,0,Arme a feu,3,2016,18,0.82,0.01,0.13,0.01,0.02,0.02
1382,25,F,Noir,VA,0,Attaque,Pas de fuite,0,Autre,3,2016,19,0.62,0.19,0.1,0.0,0.07,0.04
1387,24,M,Blanc,LA,0,Indetermine,En voiture,0,Autre,3,2016,19,0.59,0.32,0.05,0.01,0.02,0.02
1388,21,M,Noir,IL,0,Attaque,A pied,0,Arme a feu,3,2016,19,0.61,0.14,0.17,0.0,0.06,0.02
1392,23,M,Blanc,KY,0,Attaque,Autre,0,Arme a feu,3,2016,19,0.85,0.08,0.04,0.0,0.01,0.02
1380,61,M,Blanc,VA,1,Autre,Pas de fuite,1,Objets tranchants,3,2016,20,0.62,0.19,0.1,0.0,0.07,0.04
1391,54,M,Blanc,PA,0,Attaque,Autre,0,Arme a feu,3,2016,20,0.76,0.1,0.08,0.0,0.04,0.02
1393,62,M,Hispanique,IN,0,Attaque,A pied,0,Arme a feu,3,2016,20,0.79,0.09,0.07,0.0,0.02,0.02
1394,16,M,Noir,FL,1,Autre,Pas de fuite,0,Autre,3,2016,20,0.53,0.15,0.26,0.0,0.03,0.02
1396,25,M,Blanc,CT,1,Attaque,Pas de fuite,0,Autre,3,2016,21,0.66,0.1,0.17,0.0,0.05,0.02
1397,28,M,Blanc,PA,1,Attaque,En voiture,0,Arme a feu,3,2016,21,0.76,0.1,0.08,0.0,0.04,0.02
1395,76,M,Blanc,VT,1,Autre,Pas de fuite,1,Objets tranchants,3,2016,21,0.93,0.01,0.02,0.0,0.02,0.02
1398,25,M,Hispanique,FL,1,Autre,Pas de fuite,0,Autre,3,2016,22,0.53,0.15,0.26,0.0,0.03,0.02
1399,33,M,Blanc,VA,0,Attaque,Autre,1,Autre,3,2016,22,0.62,0.19,0.1,0.0,0.07,0.04
1400,51,M,Blanc,CO,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,23,0.68,0.04,0.22,0.0,0.03,0.03
1402,34,M,Hispanique,CA,0,Attaque,A pied,1,Arme a feu,3,2016,23,0.37,0.05,0.39,0.0,0.15,0.03
1403,30,M,Noir,TN,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,23,0.74,0.17,0.05,0.0,0.02,0.02
1404,44,M,Blanc,MA,0,Autre,A pied,0,Objets tranchants,3,2016,24,0.71,0.07,0.12,0.0,0.07,0.03
1405,24,M,Noir,RI,0,Attaque,A pied,0,Autre,3,2016,24,0.72,0.06,0.16,0.0,0.03,0.03
1406,29,M,Blanc,CA,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,24,0.37,0.05,0.39,0.0,0.15,0.03
1407,48,M,Hispanique,CO,0,Autre,Pas de fuite,1,Autre,3,2016,24,0.68,0.04,0.22,0.0,0.03,0.03
1408,19,M,Hispanique,NM,0,Attaque,Pas de fuite,1,Arme a feu,3,2016,24,0.37,0.02,0.49,0.09,0.02,0.02
1415,22,M,Noir,MO,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,24,0.8,0.11,0.04,0.0,0.02,0.03
1412,39,M,Hispanique,MA,1,Autre,Pas de fuite,0,Objets tranchants,3,2016,26,0.71,0.07,0.12,0.0,0.07,0.03
1413,36,M,Blanc,VA,1,Autre,Pas de fuite,0,Arme a feu,3,2016,26,0.62,0.19,0.1,0.0,0.07,0.04
1414,55,M,Blanc,SC,0,Attaque,Pas de fuite,1,Arme a feu,3,2016,26,0.64,0.26,0.06,0.0,0.02,0.02
1416,46,M,Blanc,FL,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,26,0.53,0.15,0.26,0.0,0.03,0.02
1410,34,M,Blanc,MO,1,Autre,Pas de fuite,0,Objets tranchants,3,2016,27,0.8,0.11,0.04,0.0,0.02,0.03
1411,27,F,Natif,AZ,0,Autre,Pas de fuite,1,Objets tranchants,3,2016,27,0.54,0.04,0.32,0.04,0.03,0.02
1417,33,M,Blanc,NM,1,Attaque,Pas de fuite,1,Arme a feu,3,2016,27,0.37,0.02,0.49,0.09,0.02,0.02
1418,18,M,Noir,NC,0,Autre,Pas de fuite,0,Arme a feu,3,2016,27,0.63,0.21,0.1,0.01,0.03,0.03
1419,33,M,Blanc,TX,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,27,0.41,0.12,0.4,0.0,0.05,0.02
1421,51,M,Blanc,SC,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,29,0.64,0.26,0.06,0.0,0.02,0.02
1422,50,F,Blanc,MN,1,Attaque,Pas de fuite,0,Arme a feu,3,2016,29,0.8,0.06,0.05,0.01,0.05,0.03
1420,46,M,Blanc,CA,0,Attaque,Pas de fuite,1,Autre,3,2016,29,0.37,0.05,0.39,0.0,0.15,0.03
1423,33,M,Blanc,CA,0,Attaque,A pied,0,Arme a feu,3,2016,30,0.37,0.05,0.39,0.0,0.15,0.03
1436,25,M,Hispanique,AZ,0,Indetermine,Pas de fuite,0,Arme a feu,3,2016,30,0.54,0.04,0.32,0.04,0.03,0.02
1514,52,M,Blanc,GA,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,30,0.52,0.31,0.1,0.0,0.04,0.02
1424,18,M,Noir,MD,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,31,0.5,0.29,0.1,0.0,0.06,0.03
1425,43,M,Noir,MD,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,31,0.5,0.29,0.1,0.0,0.06,0.03
1426,34,M,Noir,VA,0,Attaque,Pas de fuite,0,Arme a feu,3,2016,31,0.62,0.19,0.1,0.0,0.07,0.04
1846,31,M,Noir,NV,0,Attaque,A pied,1,Arme a feu,3,2016,31,0.49,0.09,0.29,0.01,0.08,0.05
1427,65,M,Hispanique,TX,1,Indetermine,Pas de fuite,0,Autre,4,2016,1,0.41,0.12,0.4,0.0,0.05,0.02
1435,37,M,Hispanique,TX,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,1,0.41,0.12,0.4,0.0,0.05,0.02
1432,30,M,Noir,IN,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,2,0.79,0.09,0.07,0.0,0.02,0.02
1430,36,F,Blanc,AL,1,Autre,Pas de fuite,1,Autre,4,2016,3,0.66,0.26,0.04,0.0,0.01,0.02
1431,25,M,Blanc,TX,0,Attaque,A pied,0,Arme a feu,4,2016,3,0.41,0.12,0.4,0.0,0.05,0.02
1433,69,M,Blanc,WI,0,Attaque,Pas de fuite,0,Autre,4,2016,3,0.81,0.06,0.07,0.01,0.03,0.02
1845,48,M,Blanc,LA,0,Indetermine,Autre,0,Autre,4,2016,3,0.59,0.32,0.05,0.01,0.02,0.02
1428,50,M,Hispanique,MN,1,Attaque,Pas de fuite,0,Objets tranchants,4,2016,4,0.8,0.06,0.05,0.01,0.05,0.03
1437,52,M,Blanc,MA,1,Autre,Pas de fuite,0,Objets tranchants,4,2016,5,0.71,0.07,0.12,0.0,0.07,0.03
1438,44,M,Noir,IN,0,Attaque,Pas de fuite,1,Non Armé,4,2016,5,0.79,0.09,0.07,0.0,0.02,0.02
1439,60,M,Blanc,OH,0,Autre,Pas de fuite,0,Autre,4,2016,6,0.79,0.12,0.04,0.0,0.02,0.03
1441,40,F,Noir,TN,0,Attaque,Pas de fuite,1,Autre,4,2016,6,0.74,0.17,0.05,0.0,0.02,0.02
1442,20,M,Hispanique,CA,1,Attaque,Pas de fuite,0,Objets tranchants,4,2016,6,0.37,0.05,0.39,0.0,0.15,0.03
1443,45,M,Hispanique,CA,0,Autre,Pas de fuite,0,Objets tranchants,4,2016,7,0.37,0.05,0.39,0.0,0.15,0.03
1445,44,M,Blanc,NE,0,Attaque,Pas de fuite,0,Autre,4,2016,7,0.79,0.04,0.11,0.01,0.02,0.03
1444,40,M,Noir,CA,1,Autre,A pied,0,Objets tranchants,4,2016,8,0.37,0.05,0.39,0.0,0.15,0.03
1446,25,F,Blanc,WI,1,Autre,Pas de fuite,0,Autre,4,2016,8,0.81,0.06,0.07,0.01,0.03,0.02
1448,43,M,Noir,MI,0,Autre,Pas de fuite,1,Objets tranchants,4,2016,8,0.75,0.14,0.05,0.0,0.03,0.03
1447,27,M,Noir,NJ,0,Attaque,A pied,0,Arme a feu,4,2016,9,0.55,0.13,0.21,0.0,0.1,0.02
1453,19,M,Noir,PA,0,Attaque,A pied,0,Arme a feu,4,2016,9,0.76,0.1,0.08,0.0,0.04,0.02
1449,39,M,Blanc,CA,0,Autre,En voiture,0,Arme a feu,4,2016,10,0.37,0.05,0.39,0.0,0.15,0.03
1451,30,M,Blanc,NY,1,Attaque,Pas de fuite,0,Objets tranchants,4,2016,10,0.55,0.14,0.19,0.0,0.09,0.03
1452,28,M,Hispanique,CA,0,Attaque,Pas de fuite,0,Objets tranchants,4,2016,10,0.37,0.05,0.39,0.0,0.15,0.03
1454,22,M,Hispanique,NV,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,11,0.49,0.09,0.29,0.01,0.08,0.05
1455,16,M,Noir,IL,0,Attaque,A pied,0,Arme a feu,4,2016,11,0.61,0.14,0.17,0.0,0.06,0.02
1456,40,M,Blanc,CO,0,Autre,En voiture,0,Non Armé,4,2016,12,0.68,0.04,0.22,0.0,0.03,0.03
1457,38,M,Hispanique,IL,0,Attaque,En voiture,0,Arme a feu,4,2016,12,0.61,0.14,0.17,0.0,0.06,0.02
1458,20,M,Blanc,FL,0,Autre,En voiture,1,Autre,4,2016,12,0.53,0.15,0.26,0.0,0.03,0.02
1459,35,M,Noir,CA,0,Attaque,Pas de fuite,0,Autre,4,2016,13,0.37,0.05,0.39,0.0,0.15,0.03
1460,52,M,Blanc,TX,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,13,0.41,0.12,0.4,0.0,0.05,0.02
1462,26,M,Blanc,TN,0,Attaque,En voiture,0,Arme a feu,4,2016,13,0.74,0.17,0.05,0.0,0.02,0.02
1463,54,M,Blanc,KS,1,Attaque,Pas de fuite,0,Non Armé,4,2016,14,0.76,0.05,0.12,0.01,0.03,0.03
1465,38,M,Hispanique,CA,0,Autre,Pas de fuite,0,Autre,4,2016,15,0.37,0.05,0.39,0.0,0.15,0.03
1469,52,M,Blanc,OK,1,Attaque,Pas de fuite,0,Arme a feu,4,2016,15,0.65,0.07,0.11,0.08,0.02,0.07
1471,26,M,Blanc,IN,0,Attaque,A pied,1,Autre,4,2016,15,0.79,0.09,0.07,0.0,0.02,0.02
1473,53,M,Blanc,IL,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,16,0.61,0.14,0.17,0.0,0.06,0.02
1464,35,F,Noir,OH,0,Autre,En voiture,0,Arme a feu,4,2016,17,0.79,0.12,0.04,0.0,0.02,0.03
1466,22,M,Blanc,TX,1,Autre,Pas de fuite,0,Non Armé,4,2016,17,0.41,0.12,0.4,0.0,0.05,0.02
1467,31,M,Noir,NJ,0,Attaque,A pied,0,Arme a feu,4,2016,17,0.55,0.13,0.21,0.0,0.1,0.02
1470,32,M,Noir,NY,0,Attaque,A pied,0,Arme a feu,4,2016,17,0.55,0.14,0.19,0.0,0.09,0.03
1472,37,M,Noir,NY,0,Attaque,En voiture,0,Autre,4,2016,17,0.55,0.14,0.19,0.0,0.09,0.03
1475,28,M,Noir,MD,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,18,0.5,0.29,0.1,0.0,0.06,0.03
1479,18,M,Noir,GA,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,18,0.52,0.31,0.1,0.0,0.04,0.02
1474,41,M,Asiatique,NC,1,Attaque,Pas de fuite,0,Arme a feu,4,2016,19,0.63,0.21,0.1,0.01,0.03,0.03
1477,15,M,Noir,MO,0,Attaque,Autre,0,Arme a feu,4,2016,19,0.8,0.11,0.04,0.0,0.02,0.03
1478,38,M,Blanc,AL,0,Attaque,En voiture,0,Arme a feu,4,2016,19,0.66,0.26,0.04,0.0,0.01,0.02
1480,41,M,Blanc,FL,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,20,0.53,0.15,0.26,0.0,0.03,0.02
1481,52,M,Blanc,AR,0,Autre,Pas de fuite,0,Autre,4,2016,20,0.72,0.15,0.08,0.01,0.02,0.03
1482,48,M,Hispanique,MA,0,Autre,Pas de fuite,0,Objets tranchants,4,2016,21,0.71,0.07,0.12,0.0,0.07,0.03
1484,29,M,Blanc,TX,1,Attaque,Pas de fuite,0,Objets tranchants,4,2016,22,0.41,0.12,0.4,0.0,0.05,0.02
1485,51,M,Blanc,NY,1,Attaque,Pas de fuite,0,Objets tranchants,4,2016,22,0.55,0.14,0.19,0.0,0.09,0.03
1483,21,M,Noir,FL,0,Attaque,En voiture,0,Autre,4,2016,23,0.53,0.15,0.26,0.0,0.03,0.02
1486,24,M,Blanc,AZ,1,Attaque,Pas de fuite,0,Arme a feu,4,2016,23,0.54,0.04,0.32,0.04,0.03,0.02
1487,18,M,Blanc,WI,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,23,0.81,0.06,0.07,0.01,0.03,0.02
1488,30,M,Blanc,VA,1,Attaque,Pas de fuite,0,Arme a feu,4,2016,23,0.62,0.19,0.1,0.0,0.07,0.04
1527,33,M,Noir,AR,0,Autre,En voiture,1,Autre,4,2016,23,0.72,0.15,0.08,0.01,0.02,0.03
1489,60,F,Blanc,NC,1,Attaque,Pas de fuite,0,Arme a feu,4,2016,25,0.63,0.21,0.1,0.01,0.03,0.03
1490,28,M,Blanc,CO,0,Attaque,A pied,0,Arme a feu,4,2016,26,0.68,0.04,0.22,0.0,0.03,0.03
1491,26,M,Noir,VA,1,Attaque,Pas de fuite,1,Arme a feu,4,2016,26,0.62,0.19,0.1,0.0,0.07,0.04
1492,24,F,Blanc,NM,1,Attaque,En voiture,0,Arme a feu,4,2016,26,0.37,0.02,0.49,0.09,0.02,0.02
1493,44,M,Blanc,TX,0,Autre,Autre,0,Arme a feu,4,2016,26,0.41,0.12,0.4,0.0,0.05,0.02
1494,34,M,Asiatique,GA,0,Autre,Pas de fuite,0,Objets tranchants,4,2016,27,0.52,0.31,0.1,0.0,0.04,0.02
1495,21,M,Blanc,CO,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,27,0.68,0.04,0.22,0.0,0.03,0.03
1840,36,M,Blanc,UT,0,Attaque,Pas de fuite,0,Arme a feu,4,2016,27,0.78,0.01,0.14,0.01,0.02,0.04
1498,37,M,Noir,FL,0,Attaque,Pas de fuite,0,Objets tranchants,4,2016,28,0.53,0.15,0.26,0.0,0.03,0.02
1499,53,M,Blanc,ID,1,Attaque,Pas de fuite,1,Arme a feu,4,2016,28,0.82,0.01,0.13,0.01,0.02,0.02
1501,24,M,Noir,TX,0,Autre,En voiture,0,Autre,4,2016,28,0.41,0.12,0.4,0.0,0.05,0.02
1500,45,M,Blanc,WA,1,Autre,Pas de fuite,1,Objets tranchants,4,2016,28,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
1506,48,M,Blanc,MO,0,Attaque,En voiture,0,Autre,4,2016,29,0.8,0.11,0.04,0.0,0.02,0.03
1504,42,M,Blanc,WI,0,Autre,Pas de fuite,0,Objets tranchants,4,2016,30,0.81,0.06,0.07,0.01,0.03,0.02
1505,33,M,Blanc,UT,0,Autre,A pied,0,Objets tranchants,4,2016,30,0.78,0.01,0.14,0.01,0.02,0.04
1507,55,M,Blanc,AZ,0,Attaque,En voiture,0,Autre,4,2016,30,0.54,0.04,0.32,0.04,0.03,0.02
1508,28,M,Asiatique,CA,0,Autre,Pas de fuite,1,Objets tranchants,4,2016,30,0.37,0.05,0.39,0.0,0.15,0.03
1502,25,M,Noir,FL,0,Attaque,Pas de fuite,0,Autre,5,2016,1,0.53,0.15,0.26,0.0,0.03,0.02
1503,28,M,Blanc,TN,1,Autre,Pas de fuite,0,Arme a feu,5,2016,1,0.74,0.17,0.05,0.0,0.02,0.02
1842,52,M,Noir,SC,0,Attaque,Pas de fuite,0,Arme a feu,5,2016,2,0.64,0.26,0.06,0.0,0.02,0.02
1510,59,M,Blanc,CA,0,Autre,Pas de fuite,0,Objets tranchants,5,2016,3,0.37,0.05,0.39,0.0,0.15,0.03
1509,52,M,Blanc,PA,0,Autre,Pas de fuite,0,Autre,5,2016,4,0.76,0.1,0.08,0.0,0.04,0.02
1511,39,M,Blanc,WA,0,Attaque,En voiture,0,Arme a feu,5,2016,4,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
1513,40,M,Blanc,MO,0,Attaque,Pas de fuite,0,Autre,5,2016,4,0.8,0.11,0.04,0.0,0.02,0.03
1516,36,M,Blanc,LA,0,Attaque,En voiture,0,Autre,5,2016,5,0.59,0.32,0.05,0.01,0.02,0.02
1517,38,M,Noir,WI,0,Attaque,A pied,1,Arme a feu,5,2016,5,0.81,0.06,0.07,0.01,0.03,0.02
1518,26,F,Noir,FL,0,Attaque,Pas de fuite,0,Arme a feu,5,2016,5,0.53,0.15,0.26,0.0,0.03,0.02
1519,37,M,Noir,WV,1,Autre,Pas de fuite,0,Arme a feu,5,2016,6,0.92,0.04,0.01,0.0,0.01,0.02
1523,29,M,Blanc,WA,1,Autre,Pas de fuite,0,Arme a feu,5,2016,7,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
1525,37,M,Noir,FL,0,Attaque,Autre,0,Arme a feu,5,2016,7,0.53,0.15,0.26,0.0,0.03,0.02
1529,29,M,Autre,ME,0,Autre,Pas de fuite,0,Objets tranchants,5,2016,7,0.93,0.01,0.02,0.0,0.01,0.02
1522,21,M,Noir,CA,0,Autre,Pas de fuite,0,Autre,5,2016,8,0.37,0.05,0.39,0.0,0.15,0.03
1520,33,M,Noir,MN,0,Attaque,Pas de fuite,0,Arme a feu,5,2016,9,0.8,0.06,0.05,0.01,0.05,0.03
1524,23,M,Blanc,MS,0,Attaque,Pas de fuite,0,Non Armé,5,2016,9,0.57,0.38,0.03,0.0,0.01,0.01
1526,26,M,Blanc,IL,0,Autre,A pied,0,Arme a feu,5,2016,9,0.61,0.14,0.17,0.0,0.06,0.02
1531,29,M,Blanc,TX,1,Attaque,Autre,0,Arme a feu,5,2016,9,0.41,0.12,0.4,0.0,0.05,0.02
1844,33,M,Noir,TX,0,Autre,Pas de fuite,0,Autre,5,2016,9,0.41,0.12,0.4,0.0,0.05,0.02
1532,28,M,Noir,MA,1,Attaque,Pas de fuite,0,Objets tranchants,5,2016,10,0.71,0.07,0.12,0.0,0.07,0.03
1530,35,M,Blanc,CO,0,Attaque,En voiture,0,Arme a feu,5,2016,11,0.68,0.04,0.22,0.0,0.03,0.03
1533,33,M,Asiatique,CA,0,Autre,En voiture,1,Autre,5,2016,11,0.37,0.05,0.39,0.0,0.15,0.03
1534,24,M,Noir,CO,0,Attaque,En voiture,0,Arme a feu,5,2016,11,0.68,0.04,0.22,0.0,0.03,0.03
1535,37,M,Blanc,OK,1,Attaque,En voiture,0,Arme a feu,5,2016,11,0.65,0.07,0.11,0.08,0.02,0.07
1539,28,M,Hispanique,CA,0,Attaque,Pas de fuite,1,Arme a feu,5,2016,13,0.37,0.05,0.39,0.0,0.15,0.03
1536,19,M,Blanc,FL,1,Autre,Pas de fuite,0,Objets tranchants,5,2016,14,0.53,0.15,0.26,0.0,0.03,0.02
1537,43,M,Natif,AZ,0,Attaque,Pas de fuite,1,Arme a feu,5,2016,14,0.54,0.04,0.32,0.04,0.03,0.02
1538,59,M,Blanc,FL,0,Attaque,Pas de fuite,0,Arme a feu,5,2016,14,0.53,0.15,0.26,0.0,0.03,0.02
1540,34,M,Blanc,GA,1,Autre,Pas de fuite,0,Arme a feu,5,2016,14,0.52,0.31,0.1,0.0,0.04,0.02
1541,35,M,Blanc,IL,0,Attaque,A pied,0,Arme a feu,5,2016,15,0.61,0.14,0.17,0.0,0.06,0.02
1542,23,M,Noir,GA,0,Attaque,A pied,0,Arme a feu,5,2016,16,0.52,0.31,0.1,0.0,0.04,0.02
1544,36,M,Blanc,CA,1,Autre,Pas de fuite,0,Autre,5,2016,17,0.37,0.05,0.39,0.0,0.15,0.03
1543,46,M,Blanc,NY,1,Autre,Pas de fuite,0,Objets tranchants,5,2016,18,0.55,0.14,0.19,0.0,0.09,0.03
