id,Age,Sexe,Ethnie,Etat,Signes de maladie mentale,Niveau de menace,Fuite,Camera corporelle,Categorie arme,Mois,Year,Jour du mois,Blanc,Noir,Hispanique,Natif,Asiatique,Autre
5222,28,M,Blanc,UT,0,Attaque,En voiture,0,Autre,10,2019,8,0.78,0.01,0.14,0.01,0.02,0.04
5083,31,M,Noir,OK,0,Attaque,Autre,1,Arme a feu,10,2019,9,0.65,0.07,0.11,0.08,0.02,0.07
5084,48,M,Blanc,CA,0,Autre,En voiture,0,Autre,10,2019,10,0.37,0.05,0.39,0.0,0.15,0.03
5098,58,M,Blanc,NM,0,Attaque,Pas de fuite,1,Arme a feu,10,2019,10,0.37,0.02,0.49,0.09,0.02,0.02
5100,19,M,Blanc,OK,0,Attaque,Autre,0,Arme a feu,10,2019,11,0.65,0.07,0.11,0.08,0.02,0.07
5090,28,F,Noir,TX,0,Autre,Pas de fuite,1,Non Armé,10,2019,12,0.41,0.12,0.4,0.0,0.05,0.02
5094,21,M,Noir,CA,0,Attaque,A pied,0,Arme a feu,10,2019,12,0.37,0.05,0.39,0.0,0.15,0.03
5095,57,M,Hispanique,FL,0,Attaque,Pas de fuite,0,Objets tranchants,10,2019,12,0.53,0.15,0.26,0.0,0.03,0.02
5089,17,M,Hispanique,AZ,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,13,0.54,0.04,0.32,0.04,0.03,0.02
5093,22,M,Hispanique,TX,0,Autre,Pas de fuite,1,Autre,10,2019,13,0.41,0.12,0.4,0.0,0.05,0.02
5221,26,M,Hispanique,AZ,0,Attaque,Autre,0,Arme a feu,10,2019,13,0.54,0.04,0.32,0.04,0.03,0.02
5099,31,M,Noir,LA,1,Indetermine,A pied,0,Non Armé,10,2019,14,0.59,0.32,0.05,0.01,0.02,0.02
5101,61,M,Noir,NC,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,14,0.63,0.21,0.1,0.01,0.03,0.03
5103,54,F,Blanc,GA,0,Attaque,Pas de fuite,1,Objets tranchants,10,2019,14,0.52,0.31,0.1,0.0,0.04,0.02
5102,28,M,Blanc,NC,1,Attaque,Pas de fuite,0,Arme a feu,10,2019,15,0.63,0.21,0.1,0.01,0.03,0.03
5105,30,M,Blanc,CA,0,Autre,Pas de fuite,0,Non Armé,10,2019,15,0.37,0.05,0.39,0.0,0.15,0.03
5106,30,M,Noir,NY,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,15,0.55,0.14,0.19,0.0,0.09,0.03
5110,28,M,Blanc,ID,0,Autre,En voiture,0,Arme a feu,10,2019,15,0.82,0.01,0.13,0.01,0.02,0.02
5220,26,M,Noir,GA,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,15,0.52,0.31,0.1,0.0,0.04,0.02
5107,28,M,Blanc,VA,0,Attaque,Autre,0,Arme a feu,10,2019,16,0.62,0.19,0.1,0.0,0.07,0.04
5108,21,M,Noir,CA,0,Autre,Pas de fuite,0,Arme a feu,10,2019,16,0.37,0.05,0.39,0.0,0.15,0.03
5109,31,M,Noir,NY,0,Attaque,Pas de fuite,0,Autre,10,2019,17,0.55,0.14,0.19,0.0,0.09,0.03
5111,27,M,Blanc,OR,0,Autre,Pas de fuite,0,Objets tranchants,10,2019,17,0.75,0.02,0.13,0.01,0.05,0.04
5113,34,M,Noir,AR,0,Attaque,En voiture,0,Arme a feu,10,2019,17,0.72,0.15,0.08,0.01,0.02,0.03
5476,22,M,Noir,MS,0,Attaque,En voiture,0,Autre,10,2019,17,0.57,0.38,0.03,0.0,0.01,0.01
5115,29,M,Blanc,ID,1,Attaque,Pas de fuite,0,Arme a feu,10,2019,18,0.82,0.01,0.13,0.01,0.02,0.02
5118,38,M,Blanc,NJ,0,Attaque,Pas de fuite,0,Objets tranchants,10,2019,18,0.55,0.13,0.21,0.0,0.1,0.02
5217,51,M,Blanc,FL,1,Autre,Pas de fuite,0,Autre,10,2019,19,0.53,0.15,0.26,0.0,0.03,0.02
5219,34,M,Blanc,TX,0,Attaque,Autre,0,Autre,10,2019,19,0.41,0.12,0.4,0.0,0.05,0.02
5116,30,M,Noir,MO,0,Attaque,En voiture,0,Arme a feu,10,2019,20,0.8,0.11,0.04,0.0,0.02,0.03
5117,33,F,Blanc,ID,1,Attaque,Pas de fuite,1,Autre,10,2019,20,0.82,0.01,0.13,0.01,0.02,0.02
5114,21,M,Blanc,OH,0,Attaque,En voiture,0,Arme a feu,10,2019,21,0.79,0.12,0.04,0.0,0.02,0.03
5120,39,M,Blanc,OR,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,21,0.75,0.02,0.13,0.01,0.05,0.04
5216,37,F,Hispanique,NV,0,Attaque,Pas de fuite,1,Arme a feu,10,2019,21,0.49,0.09,0.29,0.01,0.08,0.05
5122,34,M,Blanc,TX,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,23,0.41,0.12,0.4,0.0,0.05,0.02
5125,47,M,Blanc,TX,0,Attaque,En voiture,0,Autre,10,2019,23,0.41,0.12,0.4,0.0,0.05,0.02
5139,29,M,Noir,NY,0,Attaque,Pas de fuite,1,Arme a feu,10,2019,23,0.55,0.14,0.19,0.0,0.09,0.03
5140,29,M,Blanc,IN,1,Attaque,A pied,0,Arme a feu,10,2019,23,0.79,0.09,0.07,0.0,0.02,0.02
5141,44,M,Noir,CA,0,Attaque,Pas de fuite,1,Arme a feu,10,2019,23,0.37,0.05,0.39,0.0,0.15,0.03
5119,53,M,Blanc,NC,0,Autre,Pas de fuite,0,Arme a feu,10,2019,24,0.63,0.21,0.1,0.01,0.03,0.03
5123,45,F,Blanc,LA,0,Autre,Pas de fuite,0,Objets tranchants,10,2019,25,0.59,0.32,0.05,0.01,0.02,0.02
5124,19,M,Blanc,TN,0,Attaque,Pas de fuite,0,Autre,10,2019,25,0.74,0.17,0.05,0.0,0.02,0.02
5128,40,M,Blanc,OK,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,25,0.65,0.07,0.11,0.08,0.02,0.07
5132,33,M,Noir,NY,0,Attaque,Pas de fuite,0,Autre,10,2019,25,0.55,0.14,0.19,0.0,0.09,0.03
5131,45,M,Asiatique,GA,0,Attaque,A pied,1,Arme a feu,10,2019,26,0.52,0.31,0.1,0.0,0.04,0.02
5135,40,M,Blanc,OK,1,Attaque,En voiture,0,Arme a feu,10,2019,26,0.65,0.07,0.11,0.08,0.02,0.07
5134,27,M,Blanc,MI,1,Attaque,Pas de fuite,0,Arme a feu,10,2019,26,0.75,0.14,0.05,0.0,0.03,0.03
5126,63,M,Blanc,WI,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,27,0.81,0.06,0.07,0.01,0.03,0.02
5129,50,M,Hispanique,OK,0,Attaque,Pas de fuite,1,Arme a feu,10,2019,27,0.65,0.07,0.11,0.08,0.02,0.07
5130,25,M,Noir,CA,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,27,0.37,0.05,0.39,0.0,0.15,0.03
5127,39,M,Noir,AL,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,27,0.66,0.26,0.04,0.0,0.01,0.02
5144,42,M,Hispanique,CA,1,Attaque,Pas de fuite,0,Autre,10,2019,27,0.37,0.05,0.39,0.0,0.15,0.03
5143,25,M,Blanc,IN,0,Attaque,Pas de fuite,1,Autre,10,2019,28,0.79,0.09,0.07,0.0,0.02,0.02
5146,24,M,Noir,MD,0,Attaque,Pas de fuite,1,Arme a feu,10,2019,30,0.5,0.29,0.1,0.0,0.06,0.03
5147,37,M,Blanc,WV,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,30,0.92,0.04,0.01,0.0,0.01,0.02
5162,37,M,Asiatique,CA,0,Autre,Pas de fuite,0,Arme a feu,10,2019,30,0.37,0.05,0.39,0.0,0.15,0.03
5163,62,M,Blanc,CA,0,Autre,Pas de fuite,0,Autre,10,2019,30,0.37,0.05,0.39,0.0,0.15,0.03
5160,34,M,Blanc,FL,0,Attaque,En voiture,0,Arme a feu,10,2019,31,0.53,0.15,0.26,0.0,0.03,0.02
5161,33,M,Blanc,CA,1,Attaque,Pas de fuite,1,Autre,10,2019,31,0.37,0.05,0.39,0.0,0.15,0.03
5479,56,M,Blanc,GA,0,Attaque,Pas de fuite,0,Arme a feu,10,2019,31,0.52,0.31,0.1,0.0,0.04,0.02
5150,22,M,Hispanique,NM,0,Attaque,En voiture,0,Objets tranchants,11,2019,1,0.37,0.02,0.49,0.09,0.02,0.02
5158,46,M,Hispanique,CO,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,1,0.68,0.04,0.22,0.0,0.03,0.03
5159,41,M,Hispanique,FL,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,1,0.53,0.15,0.26,0.0,0.03,0.02
5173,38,M,Hispanique,TX,0,Attaque,En voiture,0,Arme a feu,11,2019,1,0.41,0.12,0.4,0.0,0.05,0.02
5191,22,M,Hispanique,NM,0,Attaque,Pas de fuite,0,Objets tranchants,11,2019,1,0.37,0.02,0.49,0.09,0.02,0.02
5157,42,M,Blanc,KY,0,Attaque,Autre,0,Autre,11,2019,2,0.85,0.08,0.04,0.0,0.01,0.02
5155,29,M,Blanc,FL,0,Attaque,Pas de fuite,0,Objets tranchants,11,2019,2,0.53,0.15,0.26,0.0,0.03,0.02
5153,56,M,Blanc,WA,1,Autre,Pas de fuite,1,Objets tranchants,11,2019,3,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
5154,32,M,Noir,AZ,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,3,0.54,0.04,0.32,0.04,0.03,0.02
5172,31,M,Blanc,AZ,1,Attaque,Pas de fuite,1,Objets tranchants,11,2019,4,0.54,0.04,0.32,0.04,0.03,0.02
5174,21,M,Hispanique,NM,0,Attaque,Autre,0,Arme a feu,11,2019,4,0.37,0.02,0.49,0.09,0.02,0.02
5175,31,M,Blanc,WI,0,Autre,Pas de fuite,0,Arme a feu,11,2019,4,0.81,0.06,0.07,0.01,0.03,0.02
5167,48,M,Noir,OH,0,Attaque,Pas de fuite,1,Arme a feu,11,2019,5,0.79,0.12,0.04,0.0,0.02,0.03
5168,58,M,Blanc,MO,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,5,0.8,0.11,0.04,0.0,0.02,0.03
5169,32,M,Asiatique,WI,0,Autre,Pas de fuite,0,Arme a feu,11,2019,5,0.81,0.06,0.07,0.01,0.03,0.02
5171,45,M,Blanc,TX,0,Autre,En voiture,0,Objets tranchants,11,2019,5,0.41,0.12,0.4,0.0,0.05,0.02
5164,37,M,Noir,OK,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,6,0.65,0.07,0.11,0.08,0.02,0.07
5165,20,M,Blanc,OK,0,Indetermine,Autre,0,Autre,11,2019,6,0.65,0.07,0.11,0.08,0.02,0.07
5166,34,M,Hispanique,TX,0,Autre,Autre,0,Arme a feu,11,2019,6,0.41,0.12,0.4,0.0,0.05,0.02
5170,31,M,Noir,NC,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,6,0.63,0.21,0.1,0.01,0.03,0.03
5176,26,M,Blanc,OH,0,Attaque,Autre,0,Arme a feu,11,2019,7,0.79,0.12,0.04,0.0,0.02,0.03
5177,32,M,Noir,KY,0,Attaque,Autre,0,Arme a feu,11,2019,7,0.85,0.08,0.04,0.0,0.01,0.02
5178,66,M,Blanc,GA,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,7,0.52,0.31,0.1,0.0,0.04,0.02
5179,37,M,Blanc,OH,0,Autre,Pas de fuite,0,Arme a feu,11,2019,7,0.79,0.12,0.04,0.0,0.02,0.03
5185,38,M,Blanc,NC,1,Attaque,Pas de fuite,0,Arme a feu,11,2019,8,0.63,0.21,0.1,0.01,0.03,0.03
5481,44,M,Blanc,WA,1,Autre,Pas de fuite,0,Objets tranchants,11,2019,9,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
5187,28,M,Blanc,SC,0,Autre,Pas de fuite,0,Objets tranchants,11,2019,9,0.64,0.26,0.06,0.0,0.02,0.02
5180,22,M,Blanc,CO,0,Autre,A pied,0,Arme a feu,11,2019,11,0.68,0.04,0.22,0.0,0.03,0.03
5182,59,F,Blanc,CO,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,11,0.68,0.04,0.22,0.0,0.03,0.03
5184,20,F,Blanc,FL,0,Attaque,Pas de fuite,0,Autre,11,2019,11,0.53,0.15,0.26,0.0,0.03,0.02
5181,39,M,Blanc,OK,0,Attaque,Autre,0,Arme a feu,11,2019,12,0.65,0.07,0.11,0.08,0.02,0.07
5213,30,M,Autre,HI,0,Autre,Pas de fuite,0,Autre,11,2019,12,0.21,0.02,0.1,0.0,0.38,0.30000000000000004
5195,27,M,Noir,NC,0,Attaque,A pied,0,Arme a feu,11,2019,13,0.63,0.21,0.1,0.01,0.03,0.03
5197,37,M,Blanc,FL,1,Indetermine,Pas de fuite,1,Objets tranchants,11,2019,13,0.53,0.15,0.26,0.0,0.03,0.02
5203,37,M,Hispanique,CA,0,Autre,A pied,0,Objets tranchants,11,2019,13,0.37,0.05,0.39,0.0,0.15,0.03
5204,52,M,Blanc,TX,0,Attaque,Pas de fuite,0,Autre,11,2019,14,0.41,0.12,0.4,0.0,0.05,0.02
5212,35,M,Blanc,WI,1,Autre,Pas de fuite,0,Arme a feu,11,2019,14,0.81,0.06,0.07,0.01,0.03,0.02
5190,33,M,Noir,NC,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,15,0.63,0.21,0.1,0.01,0.03,0.03
5193,27,M,Noir,OH,0,Autre,A pied,0,Arme a feu,11,2019,15,0.79,0.12,0.04,0.0,0.02,0.03
5189,27,M,Blanc,AZ,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,16,0.54,0.04,0.32,0.04,0.03,0.02
5196,41,M,Blanc,OH,0,Attaque,A pied,0,Non Armé,11,2019,16,0.79,0.12,0.04,0.0,0.02,0.03
5194,28,M,Noir,WA,0,Attaque,En voiture,0,Arme a feu,11,2019,18,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
5201,26,M,Blanc,MO,0,Attaque,Autre,0,Arme a feu,11,2019,18,0.8,0.11,0.04,0.0,0.02,0.03
5198,37,M,Blanc,MS,0,Autre,Pas de fuite,0,Arme a feu,11,2019,19,0.57,0.38,0.03,0.0,0.01,0.01
5199,34,M,Hispanique,CA,0,Autre,Autre,0,Objets tranchants,11,2019,19,0.37,0.05,0.39,0.0,0.15,0.03
5202,34,M,Blanc,CA,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,19,0.37,0.05,0.39,0.0,0.15,0.03
5226,38,M,Hispanique,WI,0,Attaque,Autre,0,Arme a feu,11,2019,19,0.81,0.06,0.07,0.01,0.03,0.02
5483,32,M,Noir,IL,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,19,0.61,0.14,0.17,0.0,0.06,0.02
5205,50,M,Hispanique,ID,0,Autre,Pas de fuite,0,Objets tranchants,11,2019,19,0.82,0.01,0.13,0.01,0.02,0.02
5206,55,M,Blanc,GA,0,Autre,Pas de fuite,0,Objets tranchants,11,2019,20,0.52,0.31,0.1,0.0,0.04,0.02
5207,51,M,Blanc,GA,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,20,0.52,0.31,0.1,0.0,0.04,0.02
5208,18,M,Noir,NV,0,Attaque,Autre,1,Arme a feu,11,2019,20,0.49,0.09,0.29,0.01,0.08,0.05
5263,42,F,Blanc,CA,0,Autre,Pas de fuite,0,Arme a feu,11,2019,20,0.37,0.05,0.39,0.0,0.15,0.03
5224,36,M,Blanc,WA,0,Attaque,Pas de fuite,0,Autre,11,2019,22,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
5225,37,M,Noir,NC,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,22,0.63,0.21,0.1,0.01,0.03,0.03
5209,28,M,Noir,SC,0,Attaque,A pied,1,Arme a feu,11,2019,23,0.64,0.26,0.06,0.0,0.02,0.02
5210,24,M,Hispanique,CO,0,Attaque,Pas de fuite,0,Autre,11,2019,23,0.68,0.04,0.22,0.0,0.03,0.03
5211,34,M,Blanc,MI,0,Attaque,Pas de fuite,0,Arme a feu,11,2019,24,0.75,0.14,0.05,0.0,0.03,0.03
5223,22,M,Noir,CA,0,Attaque,A pied,1,Autre,11,2019,25,0.37,0.05,0.39,0.0,0.15,0.03
5244,42,M,Blanc,MT,0,Autre,Pas de fuite,0,Arme a feu,11,2019,25,0.86,0.0,0.04,0.06,0.01,0.03
5243,48,M,Blanc,MD,1,Attaque,En voiture,1,Autre,11,2019,26,0.5,0.29,0.1,0.0,0.06,0.03
5245,51,M,Blanc,TN,0,Attaque,Pas de fuite,1,Arme a feu,11,2019,26,0.74,0.17,0.05,0.0,0.02,0.02
5484,40,M,Noir,OH,0,Autre,Pas de fuite,0,Objets tranchants,11,2019,27,0.79,0.12,0.04,0.0,0.02,0.03
5238,34,M,Blanc,MO,0,Autre,En voiture,0,Arme a feu,11,2019,28,0.8,0.11,0.04,0.0,0.02,0.03
5240,30,M,Noir,FL,0,Attaque,Autre,0,Arme a feu,11,2019,28,0.53,0.15,0.26,0.0,0.03,0.02
5485,31,M,Blanc,PA,0,Attaque,Autre,0,Autre,11,2019,28,0.76,0.1,0.08,0.0,0.04,0.02
5236,54,M,Blanc,CA,0,Attaque,Autre,1,Autre,11,2019,29,0.37,0.05,0.39,0.0,0.15,0.03
5239,60,M,Blanc,FL,1,Attaque,Pas de fuite,0,Arme a feu,11,2019,29,0.53,0.15,0.26,0.0,0.03,0.02
5241,40,M,Blanc,CO,0,Attaque,En voiture,0,Arme a feu,11,2019,29,0.68,0.04,0.22,0.0,0.03,0.03
5242,37,M,Blanc,WA,0,Autre,En voiture,0,Autre,11,2019,29,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
5234,40,M,Hispanique,OR,0,Attaque,Pas de fuite,0,Non Armé,11,2019,30,0.75,0.02,0.13,0.01,0.05,0.04
5228,68,M,Blanc,NJ,0,Attaque,Autre,0,Arme a feu,12,2019,1,0.55,0.13,0.21,0.0,0.1,0.02
5229,68,M,Noir,GA,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,1,0.52,0.31,0.1,0.0,0.04,0.02
5232,60,M,Blanc,CA,0,Attaque,Pas de fuite,1,Objets tranchants,12,2019,1,0.37,0.05,0.39,0.0,0.15,0.03
5233,16,M,Hispanique,FL,0,Attaque,Autre,0,Autre,12,2019,1,0.53,0.15,0.26,0.0,0.03,0.02
5235,25,M,Blanc,FL,0,Attaque,En voiture,0,Autre,12,2019,1,0.53,0.15,0.26,0.0,0.03,0.02
5384,20,M,Blanc,PA,0,Attaque,En voiture,0,Autre,12,2019,1,0.76,0.1,0.08,0.0,0.04,0.02
5230,21,M,Noir,FL,0,Attaque,A pied,1,Arme a feu,12,2019,2,0.53,0.15,0.26,0.0,0.03,0.02
5246,38,M,Asiatique,CA,0,Autre,Autre,0,Objets tranchants,12,2019,2,0.37,0.05,0.39,0.0,0.15,0.03
5249,28,M,Noir,TX,0,Indetermine,Pas de fuite,0,Non Armé,12,2019,2,0.41,0.12,0.4,0.0,0.05,0.02
5388,18,M,Natif,AZ,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,2,0.54,0.04,0.32,0.04,0.03,0.02
5247,37,M,Blanc,OK,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,3,0.65,0.07,0.11,0.08,0.02,0.07
5250,26,M,Noir,MO,0,Autre,Pas de fuite,0,Arme a feu,12,2019,3,0.8,0.11,0.04,0.0,0.02,0.03
5257,31,M,Noir,NY,0,Attaque,Pas de fuite,1,Arme a feu,12,2019,3,0.55,0.14,0.19,0.0,0.09,0.03
5255,58,M,Noir,CO,0,Attaque,En voiture,0,Arme a feu,12,2019,5,0.68,0.04,0.22,0.0,0.03,0.03
5256,31,M,Noir,TX,0,Attaque,A pied,0,Autre,12,2019,5,0.41,0.12,0.4,0.0,0.05,0.02
5260,41,M,Noir,FL,0,Attaque,En voiture,0,Arme a feu,12,2019,5,0.53,0.15,0.26,0.0,0.03,0.02
5261,41,M,Noir,FL,0,Attaque,En voiture,0,Arme a feu,12,2019,5,0.53,0.15,0.26,0.0,0.03,0.02
5390,41,M,Blanc,CA,0,Autre,A pied,0,Arme a feu,12,2019,5,0.37,0.05,0.39,0.0,0.15,0.03
5252,23,M,Blanc,CO,0,Autre,Autre,0,Arme a feu,12,2019,6,0.68,0.04,0.22,0.0,0.03,0.03
5254,17,M,Noir,AR,0,Autre,Pas de fuite,0,Arme a feu,12,2019,6,0.72,0.15,0.08,0.01,0.02,0.03
5253,35,M,Blanc,AR,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,7,0.72,0.15,0.08,0.01,0.02,0.03
5264,65,M,Blanc,FL,1,Attaque,Pas de fuite,0,Arme a feu,12,2019,7,0.53,0.15,0.26,0.0,0.03,0.02
5251,51,M,Blanc,OR,1,Autre,Pas de fuite,0,Objets tranchants,12,2019,8,0.75,0.02,0.13,0.01,0.05,0.04
5262,47,M,Noir,LA,0,Autre,Pas de fuite,0,Arme a feu,12,2019,9,0.59,0.32,0.05,0.01,0.02,0.02
5265,42,M,Blanc,IA,0,Autre,Autre,0,Arme a feu,12,2019,10,0.86,0.03,0.06,0.0,0.03,0.02
5266,42,M,Hispanique,CA,0,Attaque,Pas de fuite,0,Autre,12,2019,10,0.37,0.05,0.39,0.0,0.15,0.03
5269,31,M,Noir,SC,0,Attaque,Autre,0,Arme a feu,12,2019,10,0.64,0.26,0.06,0.0,0.02,0.02
5270,23,M,Noir,WI,0,Autre,En voiture,0,Arme a feu,12,2019,10,0.81,0.06,0.07,0.01,0.03,0.02
5271,50,F,Noir,NJ,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,10,0.55,0.13,0.21,0.0,0.1,0.02
5272,47,M,Noir,NJ,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,10,0.55,0.13,0.21,0.0,0.1,0.02
5392,66,M,Blanc,AL,1,Attaque,Pas de fuite,0,Arme a feu,12,2019,10,0.66,0.26,0.04,0.0,0.01,0.02
5267,55,M,Blanc,NY,1,Attaque,Autre,0,Autre,12,2019,10,0.55,0.14,0.19,0.0,0.09,0.03
5268,68,M,Blanc,PA,1,Attaque,Pas de fuite,0,Arme a feu,12,2019,11,0.76,0.1,0.08,0.0,0.04,0.02
5393,31,M,Blanc,TX,0,Attaque,Pas de fuite,0,Non Armé,12,2019,11,0.41,0.12,0.4,0.0,0.05,0.02
5280,24,M,Noir,MO,0,Autre,A pied,0,Arme a feu,12,2019,12,0.8,0.11,0.04,0.0,0.02,0.03
5281,30,M,Blanc,OK,0,Attaque,En voiture,0,Objets tranchants,12,2019,12,0.65,0.07,0.11,0.08,0.02,0.07
5282,34,M,Noir,CA,0,Autre,Pas de fuite,1,Arme a feu,12,2019,12,0.37,0.05,0.39,0.0,0.15,0.03
5284,23,M,Blanc,AL,1,Attaque,Pas de fuite,0,Arme a feu,12,2019,12,0.66,0.26,0.04,0.0,0.01,0.02
5286,43,M,Blanc,WA,0,Autre,Pas de fuite,0,Autre,12,2019,12,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
5297,22,M,Noir,FL,0,Attaque,Pas de fuite,0,Objets tranchants,12,2019,12,0.53,0.15,0.26,0.0,0.03,0.02
5273,22,M,Noir,FL,0,Attaque,En voiture,1,Autre,12,2019,14,0.53,0.15,0.26,0.0,0.03,0.02
5277,42,M,Blanc,AZ,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,14,0.54,0.04,0.32,0.04,0.03,0.02
5278,65,M,Noir,MI,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,14,0.75,0.14,0.05,0.0,0.03,0.03
5279,18,M,Hispanique,WA,0,Attaque,Pas de fuite,0,Objets tranchants,12,2019,14,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
5274,23,M,Blanc,WI,0,Attaque,En voiture,0,Arme a feu,12,2019,15,0.81,0.06,0.07,0.01,0.03,0.02
5275,52,M,Asiatique,MN,0,Attaque,Pas de fuite,1,Arme a feu,12,2019,15,0.8,0.06,0.05,0.01,0.05,0.03
5276,40,M,Autre,OH,1,Autre,A pied,0,Arme a feu,12,2019,15,0.79,0.12,0.04,0.0,0.02,0.03
5293,27,M,Hispanique,TX,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,15,0.41,0.12,0.4,0.0,0.05,0.02
5291,34,M,Autre,HI,0,Attaque,A pied,0,Arme a feu,12,2019,16,0.21,0.02,0.1,0.0,0.38,0.30000000000000004
5292,25,M,Hispanique,CA,0,Attaque,A pied,0,Arme a feu,12,2019,16,0.37,0.05,0.39,0.0,0.15,0.03
5296,28,M,Hispanique,CA,0,Indetermine,En voiture,0,Autre,12,2019,16,0.37,0.05,0.39,0.0,0.15,0.03
5288,37,M,Blanc,NC,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,17,0.63,0.21,0.1,0.01,0.03,0.03
5289,27,M,Blanc,FL,0,Attaque,En voiture,0,Arme a feu,12,2019,17,0.53,0.15,0.26,0.0,0.03,0.02
5395,41,M,Blanc,MT,0,Attaque,A pied,0,Arme a feu,12,2019,17,0.86,0.0,0.04,0.06,0.01,0.03
5290,27,M,Autre,HI,0,Attaque,Autre,1,Objets tranchants,12,2019,17,0.21,0.02,0.1,0.0,0.38,0.30000000000000004
5294,38,M,Blanc,TN,0,Autre,Autre,0,Objets tranchants,12,2019,19,0.74,0.17,0.05,0.0,0.02,0.02
5295,29,M,Blanc,CA,1,Attaque,Pas de fuite,1,Objets tranchants,12,2019,19,0.37,0.05,0.39,0.0,0.15,0.03
5298,47,M,Blanc,CO,1,Attaque,Pas de fuite,0,Autre,12,2019,19,0.68,0.04,0.22,0.0,0.03,0.03
5309,28,M,Noir,NC,0,Attaque,A pied,0,Arme a feu,12,2019,19,0.63,0.21,0.1,0.01,0.03,0.03
5397,38,M,Blanc,FL,0,Attaque,A pied,0,Arme a feu,12,2019,19,0.53,0.15,0.26,0.0,0.03,0.02
5306,21,M,Noir,NY,0,Attaque,A pied,0,Arme a feu,12,2019,19,0.55,0.14,0.19,0.0,0.09,0.03
5307,44,M,Blanc,IN,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,20,0.79,0.09,0.07,0.0,0.02,0.02
5308,61,M,Noir,NC,0,Attaque,Pas de fuite,0,Arme a feu,12,2019,20,0.63,0.21,0.1,0.01,0.03,0.03
5299,25,M,Noir,AZ,0,Attaque,Pas de fuite,0,Autre,12,2019,20,0.54,0.04,0.32,0.04,0.03,0.02
5301,40,M,Blanc,UT,0,Attaque,En voiture,0,Arme a feu,12,2019,21,0.78,0.01,0.14,0.01,0.02,0.04
5303,26,M,Blanc,GA,0,Attaque,A pied,0,Autre,12,2019,21,0.52,0.31,0.1,0.0,0.04,0.02
5304,57,M,Blanc,NY,0,Attaque,Pas de fuite,0,Objets tranchants,12,2019,21,0.55,0.14,0.19,0.0,0.09,0.03
5305,57,M,Blanc,IN,1,Autre,Pas de fuite,0,Arme a feu,12,2019,21,0.79,0.09,0.07,0.0,0.02,0.02
5300,24,M,Noir,PA,0,Attaque,A pied,0,Arme a feu,12,2019,22,0.76,0.1,0.08,0.0,0.04,0.02
5327,46,M,Noir,MS,0,Autre,Autre,0,Autre,12,2019,22,0.57,0.38,0.03,0.0,0.01,0.01
5317,38,M,Hispanique,AZ,0,Attaque,En voiture,0,Autre,12,2019,23,0.54,0.04,0.32,0.04,0.03,0.02
5329,24,M,Blanc,AR,1,Attaque,Pas de fuite,0,Arme a feu,12,2019,23,0.72,0.15,0.08,0.01,0.02,0.03
5398,34,M,Hispanique,TX,0,Autre,En voiture,0,Arme a feu,12,2019,23,0.41,0.12,0.4,0.0,0.05,0.02
